,lng,lat,lable
223,114.11851100000001,22.54610602,1
224,114.12789709999998,22.58247428,17
225,114.1786294,22.56622166,1
226,114.07556090000001,22.53920144,3
227,114.02640659999999,22.55124962,12
228,114.0887739,22.548231,18
229,114.1106478,22.54548343,18
230,114.0468354,22.53273017,12
231,114.0726541,22.55293372,3
232,114.0664392,22.528764199999998,3
233,114.04861059999999,22.55234157,12
234,114.0597457,22.54188655,3
235,114.06065290000001,22.53753813,3
236,114.10087299999999,22.5449598,18
237,114.0466021,22.57286739,12
238,114.10384180000001,22.55140525,18
239,114.05709809999999,22.57434075,12
240,114.06612240000001,22.54864489,3
241,114.0614797,22.54358891,3
242,114.48571070000001,22.60309681,4
243,114.37996389999999,22.75046983,6
244,114.3493377,22.69661607,6
245,114.34998600000002,22.69690914,6
246,113.90336809999998,22.78210227,7
247,113.95051529999999,22.76731376,7
248,114.276215,22.729257,10
249,114.27067240000001,22.73362023,10
250,114.13031509999999,22.59996356,17
251,114.1565034,22.61644771,17
252,114.0827009,22.64101049,5
253,114.2565977,22.72886865,10
254,114.31828459999998,22.77734881,6
255,114.07733710000001,22.66420775,5
256,114.19835590000001,22.65295712,16
257,114.2394403,22.73018907,10
258,114.1495111,22.70344546,16
259,114.13656920000001,22.61564805,17
260,113.89575659999998,22.56271106,13
261,113.8947174,22.56414761,13
262,113.881853,22.56514161,13
263,113.8526541,22.77469788,9
264,113.83246399999999,22.677864000000003,11
265,113.93684429999999,22.68068043,0
266,113.8264983,22.73533056,9
267,113.9007747,22.58182301,13
268,113.85894209999998,22.77144025,9
269,113.8319402,22.6487838,11
270,113.9145963,22.56602589,13
271,114.010446,22.66524095,19
272,114.05542390000001,22.70580792,5
273,114.23756110000001,22.5545553,8
274,114.24502679999999,22.56073067,8
275,113.99109650000001,22.54250481,15
276,113.9208142,22.48886396,14
277,113.93390079999999,22.53820344,2
278,113.95910549999999,22.543626,15
279,113.9201834,22.53420052,2
280,113.9355973,22.52019314,2
281,113.96343049999999,22.58691653,15
282,113.94214779999999,22.52376008,2
283,113.9535185,22.54960778,15
284,114.11617369999999,22.55803248,1
285,114.12955090000001,22.55056893,1
286,114.1199875,22.54490062,1
287,114.1297952,22.54776083,1
288,114.1382048,22.55608744,1
289,114.1455523,22.57520705,1
290,114.12678170000001,22.56574218,1
291,114.1366304,22.55060484,1
292,114.1131938,22.54592295,18
293,114.17953419999999,22.56673064,1
294,114.0766787,22.5547017,3
295,114.04335829999998,22.56055901,12
296,114.04924790000001,22.53064782,12
297,114.1007798,22.55081872,18
298,114.04408059999999,22.55006204,12
299,114.04505659999998,22.55377879,12
300,114.06350659999998,22.53999838,3
301,114.0603453,22.56579882,3
302,114.08927800000001,22.54581015,18
303,114.0635679,22.51454028,3
304,114.10938770000001,22.54639434,18
305,114.05015870000001,22.54820295,12
306,114.0678408,22.54170596,3
307,114.11053290000001,22.55418796,18
308,114.03485500000001,22.540400299999998,12
309,114.06298799999999,22.54237012,3
310,114.04949350000001,22.53093136,12
311,114.06218020000001,22.54958186,3
312,114.42818570000001,22.63778555,4
313,114.3519496,22.69565091,6
314,113.9028778,22.784829199999997,7
315,113.951474,22.75826705,7
316,114.07236850000001,22.65191476,5
317,114.2239402,22.72768351,10
318,114.0673322,22.64466122,5
319,114.1929784,22.64341356,16
320,114.12334979999999,22.60687116,17
321,114.2445007,22.72286461,10
322,113.9430597,22.68561712,0
323,113.9162083,22.56433483,13
324,113.82993159999998,22.68080791,11
325,113.8361064,22.73489329,9
326,113.8979406,22.55147876,13
327,114.0239665,22.66830181,19
328,114.05409679999998,22.69923077,5
329,114.2372581,22.5543623,8
330,113.95989850000001,22.58689855,15
331,113.9519422,22.54408318,15
332,113.92906799999999,22.49574765,14
333,113.9256706,22.53670844,2
334,114.1419737,22.55627338,1
335,114.13210990000002,22.57736586,1
336,114.17617,22.56772265,1
337,114.13820420000002,22.55536731,1
338,114.134529,22.55058017,1
339,114.12871659999999,22.55342647,1
340,114.123815,22.549134,1
341,114.09477849999999,22.54687612,18
342,114.05995209999999,22.53786417,3
343,114.0301612,22.54080003,12
344,114.10165090000001,22.55470352,18
345,114.07546540000001,22.53563852,3
346,114.05240330000001,22.54635401,12
