lng,lat
114.0621332,22.5445484
114.0635066,22.53999838
114.0513821,22.52274697
114.044568,22.55603812
114.1010143,22.56632048
114.0735543,22.56672067
114.0723165,22.52785975
114.0555928,22.55173057
114.10617,22.54610342
114.0251427,22.55417662
114.4267107,22.63499357
114.4821434,22.59896856
114.3449382,22.69110637
113.9117943,22.77995889
113.951738,22.768389
114.3167791,22.77612129
114.0751064,22.64205865
114.0695745,22.65668723
114.1242791,22.6073534
114.2496789,22.72603222
114.1362322,22.70014711
113.9462273,22.6849681
113.8516832,22.77174393
113.8320872,22.67762114
113.8079084,22.73541073
113.8870618,22.55540935
113.8691552,22.57895407
113.9055687,22.57909014
113.8365284,22.73626577
113.8669498,22.62110919
113.9006373,22.57240797
113.9125677,22.55745778
114.0263974,22.66283814
114.0561962,22.70778073
114.2612722,22.59585976
114.2380084,22.55538388
114.2445711,22.56484081
113.9369499,22.53905658
113.9512206,22.55183275
113.9385144,22.49199074
113.9310785,22.51385263
113.9256918,22.53835813
113.9294682,22.52854912
113.930335,22.4961731
113.9269118,22.50296287
113.9601637,22.58707962
113.9507227,22.55888775
113.9207905,22.48846747
113.9541943,22.54472426
113.9364239,22.52429003
113.9406121,22.52423237
114.1169183,22.55337833
114.146215,22.568383
114.1229171,22.54748338
114.1138903,22.54937013
114.1292291,22.54973771
114.1355964,22.55159998
114.1284204,22.55333505
114.118511,22.54610602
114.1278971,22.58247428
114.1786294,22.56622166
114.0755609,22.53920144
114.0264066,22.55124962
114.0887739,22.548231
114.1106478,22.54548343
114.0468354,22.53273017
114.0726541,22.55293372
114.0664392,22.5287642
114.0486106,22.55234157
114.0597457,22.54188655
114.0606529,22.53753813
114.100873,22.5449598
114.0466021,22.57286739
114.1038418,22.55140525
114.0570981,22.57434075
114.0661224,22.54864489
114.0614797,22.54358891
114.4857107,22.60309681
114.3799639,22.75046983
114.3493377,22.69661607
114.349986,22.69690914
113.9033681,22.78210227
113.9505153,22.76731376
114.276215,22.729257
114.2706724,22.73362023
114.1303151,22.59996356
114.1565034,22.61644771
114.0827009,22.64101049
114.2565977,22.72886865
114.3182846,22.77734881
114.0773371,22.66420775
114.1983559,22.65295712
114.2394403,22.73018907
114.1495111,22.70344546
114.1365692,22.61564805
113.8957566,22.56271106
113.8947174,22.56414761
113.881853,22.56514161
113.8526541,22.77469788
113.832464,22.677864
113.9368443,22.68068043
113.8264983,22.73533056
113.9007747,22.58182301
113.8589421,22.77144025
113.8319402,22.6487838
113.9145963,22.56602589
114.010446,22.66524095
114.0554239,22.70580792
114.2375611,22.5545553
114.2450268,22.56073067
113.9910965,22.54250481
113.9208142,22.48886396
113.9339008,22.53820344
113.9591055,22.543626
113.9201834,22.53420052
113.9355973,22.52019314
113.9634305,22.58691653
113.9421478,22.52376008
113.9535185,22.54960778
114.1161737,22.55803248
114.1295509,22.55056893
114.1199875,22.54490062
114.1297952,22.54776083
114.1382048,22.55608744
114.1455523,22.57520705
114.1267817,22.56574218
114.1366304,22.55060484
114.1131938,22.54592295
114.1795342,22.56673064
114.0766787,22.5547017
114.0433583,22.56055901
114.0492479,22.53064782
114.1007798,22.55081872
114.0440806,22.55006204
114.0450566,22.55377879
114.0635066,22.53999838
114.0603453,22.56579882
114.089278,22.54581015
114.0635679,22.51454028
114.1093877,22.54639434
114.0501587,22.54820295
114.0678408,22.54170596
114.1105329,22.55418796
114.034855,22.5404003
114.062988,22.54237012
114.0494935,22.53093136
114.0621802,22.54958186
114.4281857,22.63778555
114.3519496,22.69565091
113.9028778,22.7848292
113.951474,22.75826705
114.0723685,22.65191476
114.2239402,22.72768351
114.0673322,22.64466122
114.1929784,22.64341356
114.1233498,22.60687116
114.2445007,22.72286461
113.9430597,22.68561712
113.9162083,22.56433483
113.8299316,22.68080791
113.8361064,22.73489329
113.8979406,22.55147876
114.0239665,22.66830181
114.0540968,22.69923077
114.2372581,22.5543623
113.9598985,22.58689855
113.9519422,22.54408318
113.929068,22.49574765
113.9256706,22.53670844
114.1419737,22.55627338
114.1321099,22.57736586
114.17617,22.56772265
114.1382042,22.55536731
114.134529,22.55058017
114.1287166,22.55342647
114.123815,22.549134
114.0947785,22.54687612
114.0599521,22.53786417
114.0301612,22.54080003
114.1016509,22.55470352
114.0754654,22.53563852
114.0524033,22.54635401
